Region,Año,Brecha Salarial,Ingreso mediano mensual Total,Ingreso mediano mensual Hombres ,Ingreso mediano mensual Mujeres,"Brecha de género",Año postulación,Estamento,Número total de postulantes,Número total de postulantes de mujeres ,Número total de postulantes de hombres,Distribución porcentual de postulantes de mujeres,Distribución porcentual de postulantes de hombres,"Brecha de género"
Arica y Parinacota,2018,-28.0,350.0,400.0,299.802,"-25,0 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Arica y Parinacota,2018,-28.0,350.0,400.0,299.802,"-25,0 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Arica y Parinacota,2018,-28.0,350.0,400.0,299.802,"-25,0 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Arica y Parinacota,2018,-28.0,350.0,400.0,299.802,"-25,0 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Arica y Parinacota,2018,-28.0,350.0,400.0,299.802,"-25,0 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Arica y Parinacota,2018,-28.0,350.0,400.0,299.802,"-25,0 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Arica y Parinacota,2018,-28.0,350.0,400.0,299.802,"-25,0 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Arica y Parinacota,2018,-28.0,350.0,400.0,299.802,"-25,0 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Tarapacá,2018,-25.4,400.0,401.444,349.22,"-13,0 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Tarapacá,2018,-25.4,400.0,401.444,349.22,"-13,0 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Tarapacá,2018,-25.4,400.0,401.444,349.22,"-13,0 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Tarapacá,2018,-25.4,400.0,401.444,349.22,"-13,0 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Tarapacá,2018,-25.4,400.0,401.444,349.22,"-13,0 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Tarapacá,2018,-25.4,400.0,401.444,349.22,"-13,0 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Tarapacá,2018,-25.4,400.0,401.444,349.22,"-13,0 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Tarapacá,2018,-25.4,400.0,401.444,349.22,"-13,0 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Antofagasta,2018,-40.0,500.0,650.899,351.263,"-46,0 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Antofagasta,2018,-40.0,500.0,650.899,351.263,"-46,0 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Antofagasta,2018,-40.0,500.0,650.899,351.263,"-46,0 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Antofagasta,2018,-40.0,500.0,650.899,351.263,"-46,0 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Antofagasta,2018,-40.0,500.0,650.899,351.263,"-46,0 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Antofagasta,2018,-40.0,500.0,650.899,351.263,"-46,0 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Antofagasta,2018,-40.0,500.0,650.899,351.263,"-46,0 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Antofagasta,2018,-40.0,500.0,650.899,351.263,"-46,0 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Atacama,2018,-37.7,415.927,505.584,323.89,"-35,9 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Atacama,2018,-37.7,415.927,505.584,323.89,"-35,9 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Atacama,2018,-37.7,415.927,505.584,323.89,"-35,9 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Atacama,2018,-37.7,415.927,505.584,323.89,"-35,9 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Atacama,2018,-37.7,415.927,505.584,323.89,"-35,9 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Atacama,2018,-37.7,415.927,505.584,323.89,"-35,9 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Atacama,2018,-37.7,415.927,505.584,323.89,"-35,9 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Atacama,2018,-37.7,415.927,505.584,323.89,"-35,9 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Coquimbo,2018,-32.1,350.0,400.0,291.696,"-27,1 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Coquimbo,2018,-32.1,350.0,400.0,291.696,"-27,1 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Coquimbo,2018,-32.1,350.0,400.0,291.696,"-27,1 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Coquimbo,2018,-32.1,350.0,400.0,291.696,"-27,1 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Coquimbo,2018,-32.1,350.0,400.0,291.696,"-27,1 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Coquimbo,2018,-32.1,350.0,400.0,291.696,"-27,1 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Coquimbo,2018,-32.1,350.0,400.0,291.696,"-27,1 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Coquimbo,2018,-32.1,350.0,400.0,291.696,"-27,1 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Valparaíso,2018,-30.1,391.408,407.881,320.0,"-21,5 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Valparaíso,2018,-30.1,391.408,407.881,320.0,"-21,5 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Valparaíso,2018,-30.1,391.408,407.881,320.0,"-21,5 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Valparaíso,2018,-30.1,391.408,407.881,320.0,"-21,5 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Valparaíso,2018,-30.1,391.408,407.881,320.0,"-21,5 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Valparaíso,2018,-30.1,391.408,407.881,320.0,"-21,5 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Valparaíso,2018,-30.1,391.408,407.881,320.0,"-21,5 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Valparaíso,2018,-30.1,391.408,407.881,320.0,"-21,5 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Metropolitana,2018,-29.3,439.509,481.732,400.0,"-17,0 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Metropolitana,2018,-29.3,439.509,481.732,400.0,"-17,0 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Metropolitana,2018,-29.3,439.509,481.732,400.0,"-17,0 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Metropolitana,2018,-29.3,439.509,481.732,400.0,"-17,0 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Metropolitana,2018,-29.3,439.509,481.732,400.0,"-17,0 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Metropolitana,2018,-29.3,439.509,481.732,400.0,"-17,0 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Metropolitana,2018,-29.3,439.509,481.732,400.0,"-17,0 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Metropolitana,2018,-29.3,439.509,481.732,400.0,"-17,0 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
O'Higgins,2018,-16.1,360.0,400.0,320.0,"-20,0 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
O'Higgins,2018,-16.1,360.0,400.0,320.0,"-20,0 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
O'Higgins,2018,-16.1,360.0,400.0,320.0,"-20,0 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
O'Higgins,2018,-16.1,360.0,400.0,320.0,"-20,0 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
O'Higgins,2018,-16.1,360.0,400.0,320.0,"-20,0 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
O'Higgins,2018,-16.1,360.0,400.0,320.0,"-20,0 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
O'Higgins,2018,-16.1,360.0,400.0,320.0,"-20,0 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
O'Higgins,2018,-16.1,360.0,400.0,320.0,"-20,0 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Maule,2018,-20.1,331.658,350.0,300.0,"-14,3 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Maule,2018,-20.1,331.658,350.0,300.0,"-14,3 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Maule,2018,-20.1,331.658,350.0,300.0,"-14,3 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Maule,2018,-20.1,331.658,350.0,300.0,"-14,3 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Maule,2018,-20.1,331.658,350.0,300.0,"-14,3 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Maule,2018,-20.1,331.658,350.0,300.0,"-14,3 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Maule,2018,-20.1,331.658,350.0,300.0,"-14,3 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Maule,2018,-20.1,331.658,350.0,300.0,"-14,3 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Ñuble,2018,-19.3,301.083,323.036,279.0,"-13,6 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Ñuble,2018,-19.3,301.083,323.036,279.0,"-13,6 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Ñuble,2018,-19.3,301.083,323.036,279.0,"-13,6 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Ñuble,2018,-19.3,301.083,323.036,279.0,"-13,6 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Ñuble,2018,-19.3,301.083,323.036,279.0,"-13,6 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Ñuble,2018,-19.3,301.083,323.036,279.0,"-13,6 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Ñuble,2018,-19.3,301.083,323.036,279.0,"-13,6 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Ñuble,2018,-19.3,301.083,323.036,279.0,"-13,6 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Biobío,2018,-24.9,356.054,400.0,305.371,"-23,7 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Biobío,2018,-24.9,356.054,400.0,305.371,"-23,7 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Biobío,2018,-24.9,356.054,400.0,305.371,"-23,7 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Biobío,2018,-24.9,356.054,400.0,305.371,"-23,7 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Biobío,2018,-24.9,356.054,400.0,305.371,"-23,7 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Biobío,2018,-24.9,356.054,400.0,305.371,"-23,7 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Biobío,2018,-24.9,356.054,400.0,305.371,"-23,7 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Biobío,2018,-24.9,356.054,400.0,305.371,"-23,7 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
La Araucanía,2018,-19.4,330.0,350.0,300.0,"-14,3 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
La Araucanía,2018,-19.4,330.0,350.0,300.0,"-14,3 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
La Araucanía,2018,-19.4,330.0,350.0,300.0,"-14,3 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
La Araucanía,2018,-19.4,330.0,350.0,300.0,"-14,3 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
La Araucanía,2018,-19.4,330.0,350.0,300.0,"-14,3 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
La Araucanía,2018,-19.4,330.0,350.0,300.0,"-14,3 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
La Araucanía,2018,-19.4,330.0,350.0,300.0,"-14,3 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
La Araucanía,2018,-19.4,330.0,350.0,300.0,"-14,3 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Los Ríos,2018,-14.3,339.528,360.0,300.696,"-16,5 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Los Ríos,2018,-14.3,339.528,360.0,300.696,"-16,5 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Los Ríos,2018,-14.3,339.528,360.0,300.696,"-16,5 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Los Ríos,2018,-14.3,339.528,360.0,300.696,"-16,5 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Los Ríos,2018,-14.3,339.528,360.0,300.696,"-16,5 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Los Ríos,2018,-14.3,339.528,360.0,300.696,"-16,5 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Los Ríos,2018,-14.3,339.528,360.0,300.696,"-16,5 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Los Ríos,2018,-14.3,339.528,360.0,300.696,"-16,5 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Los Lagos,2018,-21.0,352.669,400.0,320.354,"-19,9 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Los Lagos,2018,-21.0,352.669,400.0,320.354,"-19,9 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Los Lagos,2018,-21.0,352.669,400.0,320.354,"-19,9 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Los Lagos,2018,-21.0,352.669,400.0,320.354,"-19,9 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Los Lagos,2018,-21.0,352.669,400.0,320.354,"-19,9 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Los Lagos,2018,-21.0,352.669,400.0,320.354,"-19,9 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Los Lagos,2018,-21.0,352.669,400.0,320.354,"-19,9 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Los Lagos,2018,-21.0,352.669,400.0,320.354,"-19,9 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Aysén,2018,-20.6,410.0,464.535,382.545,"-17,6 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Aysén,2018,-20.6,410.0,464.535,382.545,"-17,6 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Aysén,2018,-20.6,410.0,464.535,382.545,"-17,6 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Aysén,2018,-20.6,410.0,464.535,382.545,"-17,6 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Aysén,2018,-20.6,410.0,464.535,382.545,"-17,6 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Aysén,2018,-20.6,410.0,464.535,382.545,"-17,6 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Aysén,2018,-20.6,410.0,464.535,382.545,"-17,6 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Aysén,2018,-20.6,410.0,464.535,382.545,"-17,6 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Magallanes,2018,-23.8,501.805,602.166,500.0,"-17,0 ",2018,Directiva,7.181,2.808,4.373,"39,1","60,9","-21,8"
Magallanes,2018,-23.8,501.805,602.166,500.0,"-17,0 ",2018,Profesionales,75.313,40.697,34.616,"54,0","46,0","8,1"
Magallanes,2018,-23.8,501.805,602.166,500.0,"-17,0 ",2018,Profesional Ley N°15.076/19.664,0.0,0.0,0.0,"0,0","0,0","0,0"
Magallanes,2018,-23.8,501.805,602.166,500.0,"-17,0 ",2018,Fiscalizadores,6.658,2.706,3.952,"40,6","59,4","-18,7"
Magallanes,2018,-23.8,501.805,602.166,500.0,"-17,0 ",2018,Técnicos,17.948,10.244,7.704,"57,1","42,9","14,2"
Magallanes,2018,-23.8,501.805,602.166,500.0,"-17,0 ",2018,Administrativos,25.779,15.822,9.957,"61,4","38,6","22,8"
Magallanes,2018,-23.8,501.805,602.166,500.0,"-17,0 ",2018,Auxiliares,4.379,1.752,2.627,"40,0","60,0","-20,0"
Magallanes,2018,-23.8,501.805,602.166,500.0,"-17,0 ",2018,Otros,383.0,198.0,185.0,"51,7","48,3","3,4"
Arica y Parinacota,2019,-25.5,349.73,400.74,289.881,"-27,7 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Arica y Parinacota,2019,-25.5,349.73,400.74,289.881,"-27,7 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Arica y Parinacota,2019,-25.5,349.73,400.74,289.881,"-27,7 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Arica y Parinacota,2019,-25.5,349.73,400.74,289.881,"-27,7 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Arica y Parinacota,2019,-25.5,349.73,400.74,289.881,"-27,7 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Arica y Parinacota,2019,-25.5,349.73,400.74,289.881,"-27,7 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Arica y Parinacota,2019,-25.5,349.73,400.74,289.881,"-27,7 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Arica y Parinacota,2019,-25.5,349.73,400.74,289.881,"-27,7 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Tarapacá,2019,-20.6,403.274,453.683,363.488,"-19,9 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Tarapacá,2019,-20.6,403.274,453.683,363.488,"-19,9 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Tarapacá,2019,-20.6,403.274,453.683,363.488,"-19,9 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Tarapacá,2019,-20.6,403.274,453.683,363.488,"-19,9 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Tarapacá,2019,-20.6,403.274,453.683,363.488,"-19,9 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Tarapacá,2019,-20.6,403.274,453.683,363.488,"-19,9 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Tarapacá,2019,-20.6,403.274,453.683,363.488,"-19,9 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Tarapacá,2019,-20.6,403.274,453.683,363.488,"-19,9 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Antofagasta,2019,-42.4,514.379,665.993,403.274,"-39,4 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Antofagasta,2019,-42.4,514.379,665.993,403.274,"-39,4 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Antofagasta,2019,-42.4,514.379,665.993,403.274,"-39,4 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Antofagasta,2019,-42.4,514.379,665.993,403.274,"-39,4 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Antofagasta,2019,-42.4,514.379,665.993,403.274,"-39,4 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Antofagasta,2019,-42.4,514.379,665.993,403.274,"-39,4 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Antofagasta,2019,-42.4,514.379,665.993,403.274,"-39,4 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Antofagasta,2019,-42.4,514.379,665.993,403.274,"-39,4 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Atacama,2019,-39.7,433.519,503.357,350.0,"-30,5 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Atacama,2019,-39.7,433.519,503.357,350.0,"-30,5 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Atacama,2019,-39.7,433.519,503.357,350.0,"-30,5 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Atacama,2019,-39.7,433.519,503.357,350.0,"-30,5 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Atacama,2019,-39.7,433.519,503.357,350.0,"-30,5 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
