Region,Año,Brecha Salarial,Ingreso mediano mensual Total,Ingreso mediano mensual Hombres ,Ingreso mediano mensual Mujeres,"Brecha de género",Año postulación,Estamento,Número total de postulantes,Número total de postulantes de mujeres ,Número total de postulantes de hombres,Distribución porcentual de postulantes de mujeres,Distribución porcentual de postulantes de hombres,"Brecha de género"
Atacama,2019,-39.7,433.519,503.357,350.0,"-30,5 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Atacama,2019,-39.7,433.519,503.357,350.0,"-30,5 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Atacama,2019,-39.7,433.519,503.357,350.0,"-30,5 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Coquimbo,2019,-28.2,375.305,403.274,318.633,"-21,0 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Coquimbo,2019,-28.2,375.305,403.274,318.633,"-21,0 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Coquimbo,2019,-28.2,375.305,403.274,318.633,"-21,0 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Coquimbo,2019,-28.2,375.305,403.274,318.633,"-21,0 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Coquimbo,2019,-28.2,375.305,403.274,318.633,"-21,0 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Coquimbo,2019,-28.2,375.305,403.274,318.633,"-21,0 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Coquimbo,2019,-28.2,375.305,403.274,318.633,"-21,0 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Coquimbo,2019,-28.2,375.305,403.274,318.633,"-21,0 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Valparaíso,2019,-33.5,399.691,430.0,340.0,"-20,9 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Valparaíso,2019,-33.5,399.691,430.0,340.0,"-20,9 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Valparaíso,2019,-33.5,399.691,430.0,340.0,"-20,9 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Valparaíso,2019,-33.5,399.691,430.0,340.0,"-20,9 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Valparaíso,2019,-33.5,399.691,430.0,340.0,"-20,9 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Valparaíso,2019,-33.5,399.691,430.0,340.0,"-20,9 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Valparaíso,2019,-33.5,399.691,430.0,340.0,"-20,9 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Valparaíso,2019,-33.5,399.691,430.0,340.0,"-20,9 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Metropolitana,2019,-29.6,449.652,499.614,400.0,"-19,9 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Metropolitana,2019,-29.6,449.652,499.614,400.0,"-19,9 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Metropolitana,2019,-29.6,449.652,499.614,400.0,"-19,9 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Metropolitana,2019,-29.6,449.652,499.614,400.0,"-19,9 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Metropolitana,2019,-29.6,449.652,499.614,400.0,"-19,9 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Metropolitana,2019,-29.6,449.652,499.614,400.0,"-19,9 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Metropolitana,2019,-29.6,449.652,499.614,400.0,"-19,9 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Metropolitana,2019,-29.6,449.652,499.614,400.0,"-19,9 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
O'Higgins,2019,-19.0,380.0,400.0,349.245,"-12,7 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
O'Higgins,2019,-19.0,380.0,400.0,349.245,"-12,7 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
O'Higgins,2019,-19.0,380.0,400.0,349.245,"-12,7 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
O'Higgins,2019,-19.0,380.0,400.0,349.245,"-12,7 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
O'Higgins,2019,-19.0,380.0,400.0,349.245,"-12,7 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
O'Higgins,2019,-19.0,380.0,400.0,349.245,"-12,7 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
O'Higgins,2019,-19.0,380.0,400.0,349.245,"-12,7 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
O'Higgins,2019,-19.0,380.0,400.0,349.245,"-12,7 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Maule,2019,-22.4,349.73,376.32,302.455,"-19,6 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Maule,2019,-22.4,349.73,376.32,302.455,"-19,6 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Maule,2019,-22.4,349.73,376.32,302.455,"-19,6 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Maule,2019,-22.4,349.73,376.32,302.455,"-19,6 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Maule,2019,-22.4,349.73,376.32,302.455,"-19,6 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Maule,2019,-22.4,349.73,376.32,302.455,"-19,6 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Maule,2019,-22.4,349.73,376.32,302.455,"-19,6 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Maule,2019,-22.4,349.73,376.32,302.455,"-19,6 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Ñuble,2019,-22.9,342.783,382.201,301.0,"-21,2 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Ñuble,2019,-22.9,342.783,382.201,301.0,"-21,2 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Ñuble,2019,-22.9,342.783,382.201,301.0,"-21,2 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Ñuble,2019,-22.9,342.783,382.201,301.0,"-21,2 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Ñuble,2019,-22.9,342.783,382.201,301.0,"-21,2 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Ñuble,2019,-22.9,342.783,382.201,301.0,"-21,2 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Ñuble,2019,-22.9,342.783,382.201,301.0,"-21,2 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Ñuble,2019,-22.9,342.783,382.201,301.0,"-21,2 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Biobío,2019,-26.9,380.0,420.0,300.0,"-28,6 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Biobío,2019,-26.9,380.0,420.0,300.0,"-28,6 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Biobío,2019,-26.9,380.0,420.0,300.0,"-28,6 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Biobío,2019,-26.9,380.0,420.0,300.0,"-28,6 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Biobío,2019,-26.9,380.0,420.0,300.0,"-28,6 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Biobío,2019,-26.9,380.0,420.0,300.0,"-28,6 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Biobío,2019,-26.9,380.0,420.0,300.0,"-28,6 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Biobío,2019,-26.9,380.0,420.0,300.0,"-28,6 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
La Araucanía,2019,-12.0,349.73,358.114,301.0,"-15,9 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
La Araucanía,2019,-12.0,349.73,358.114,301.0,"-15,9 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
La Araucanía,2019,-12.0,349.73,358.114,301.0,"-15,9 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
La Araucanía,2019,-12.0,349.73,358.114,301.0,"-15,9 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
La Araucanía,2019,-12.0,349.73,358.114,301.0,"-15,9 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
La Araucanía,2019,-12.0,349.73,358.114,301.0,"-15,9 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
La Araucanía,2019,-12.0,349.73,358.114,301.0,"-15,9 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
La Araucanía,2019,-12.0,349.73,358.114,301.0,"-15,9 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Los Ríos,2019,-26.4,350.0,363.963,301.0,"-17,3 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Los Ríos,2019,-26.4,350.0,363.963,301.0,"-17,3 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Los Ríos,2019,-26.4,350.0,363.963,301.0,"-17,3 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Los Ríos,2019,-26.4,350.0,363.963,301.0,"-17,3 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Los Ríos,2019,-26.4,350.0,363.963,301.0,"-17,3 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Los Ríos,2019,-26.4,350.0,363.963,301.0,"-17,3 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Los Ríos,2019,-26.4,350.0,363.963,301.0,"-17,3 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Los Ríos,2019,-26.4,350.0,363.963,301.0,"-17,3 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Los Lagos,2019,-18.8,382.811,400.919,322.619,"-19,5 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Los Lagos,2019,-18.8,382.811,400.919,322.619,"-19,5 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Los Lagos,2019,-18.8,382.811,400.919,322.619,"-19,5 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Los Lagos,2019,-18.8,382.811,400.919,322.619,"-19,5 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Los Lagos,2019,-18.8,382.811,400.919,322.619,"-19,5 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Los Lagos,2019,-18.8,382.811,400.919,322.619,"-19,5 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Los Lagos,2019,-18.8,382.811,400.919,322.619,"-19,5 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Los Lagos,2019,-18.8,382.811,400.919,322.619,"-19,5 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Aysén,2019,-7.8,450.0,499.614,403.274,"-19,3 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Aysén,2019,-7.8,450.0,499.614,403.274,"-19,3 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Aysén,2019,-7.8,450.0,499.614,403.274,"-19,3 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Aysén,2019,-7.8,450.0,499.614,403.274,"-19,3 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Aysén,2019,-7.8,450.0,499.614,403.274,"-19,3 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Aysén,2019,-7.8,450.0,499.614,403.274,"-19,3 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Aysén,2019,-7.8,450.0,499.614,403.274,"-19,3 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Aysén,2019,-7.8,450.0,499.614,403.274,"-19,3 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Magallanes,2019,-26.7,550.0,604.911,499.614,"-17,4 ",2019,Directiva,9.393,3.585,5.808,"38,2","61,8","-23,7"
Magallanes,2019,-26.7,550.0,604.911,499.614,"-17,4 ",2019,Profesionales,114.16,64.716,49.444,"56,7","43,3","13,4"
Magallanes,2019,-26.7,550.0,604.911,499.614,"-17,4 ",2019,Profesional Ley N°15.076/19.664,1.837,1.115,722.0,"60,7","39,3","21,4"
Magallanes,2019,-26.7,550.0,604.911,499.614,"-17,4 ",2019,Fiscalizadores,39.889,23.813,16.076,"59,7","40,3","19,4"
Magallanes,2019,-26.7,550.0,604.911,499.614,"-17,4 ",2019,Técnicos,12.127,5.286,6.841,"43,6","56,4","-12,8"
Magallanes,2019,-26.7,550.0,604.911,499.614,"-17,4 ",2019,Administrativos,41.308,25.321,15.987,"61,3","38,7","22,6"
Magallanes,2019,-26.7,550.0,604.911,499.614,"-17,4 ",2019,Auxiliares,9.363,4.103,5.26,"43,8","56,2","-12,4"
Magallanes,2019,-26.7,550.0,604.911,499.614,"-17,4 ",2019,Otros,28.0,8.0,20.0,"28,6","71,4","-42,9"
Arica y Parinacota,2020,-11.4,400.0,400.914,374.346,"-6,6 ",2020,Directiva,8.941,3.447,5.494,"38,6","61,4","-22,9"
Arica y Parinacota,2020,-11.4,400.0,400.914,374.346,"-6,6 ",2020,Profesionales,95.619,55.536,40.083,"58,1","41,9","16,2"
Arica y Parinacota,2020,-11.4,400.0,400.914,374.346,"-6,6 ",2020,Profesional Ley N°15.076/19.664,2.906,1.598,1.308,"55,0","45,0","10,0"
Arica y Parinacota,2020,-11.4,400.0,400.914,374.346,"-6,6 ",2020,Fiscalizadores,2.675,1.063,1.612,"39,7","60,3","-20,5"
Arica y Parinacota,2020,-11.4,400.0,400.914,374.346,"-6,6 ",2020,Técnicos,24.137,15.024,9.113,"62,2","37,8","24,5"
Arica y Parinacota,2020,-11.4,400.0,400.914,374.346,"-6,6 ",2020,Administrativos,26.814,16.162,10.652,"60,3","39,7","20,5"
Arica y Parinacota,2020,-11.4,400.0,400.914,374.346,"-6,6 ",2020,Auxiliares,7.014,3.008,4.006,"42,9","57,1","-14,2"
Arica y Parinacota,2020,-11.4,400.0,400.914,374.346,"-6,6 ",2020,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Tarapacá,2020,-30.7,450.592,500.658,380.232,"-24,1 ",2020,Directiva,8.941,3.447,5.494,"38,6","61,4","-22,9"
Tarapacá,2020,-30.7,450.592,500.658,380.232,"-24,1 ",2020,Profesionales,95.619,55.536,40.083,"58,1","41,9","16,2"
Tarapacá,2020,-30.7,450.592,500.658,380.232,"-24,1 ",2020,Profesional Ley N°15.076/19.664,2.906,1.598,1.308,"55,0","45,0","10,0"
Tarapacá,2020,-30.7,450.592,500.658,380.232,"-24,1 ",2020,Fiscalizadores,2.675,1.063,1.612,"39,7","60,3","-20,5"
Tarapacá,2020,-30.7,450.592,500.658,380.232,"-24,1 ",2020,Técnicos,24.137,15.024,9.113,"62,2","37,8","24,5"
Tarapacá,2020,-30.7,450.592,500.658,380.232,"-24,1 ",2020,Administrativos,26.814,16.162,10.652,"60,3","39,7","20,5"
Tarapacá,2020,-30.7,450.592,500.658,380.232,"-24,1 ",2020,Auxiliares,7.014,3.008,4.006,"42,9","57,1","-14,2"
Tarapacá,2020,-30.7,450.592,500.658,380.232,"-24,1 ",2020,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Antofagasta,2020,-40.7,503.403,650.543,400.526,"-38,4 ",2020,Directiva,8.941,3.447,5.494,"38,6","61,4","-22,9"
Antofagasta,2020,-40.7,503.403,650.543,400.526,"-38,4 ",2020,Profesionales,95.619,55.536,40.083,"58,1","41,9","16,2"
Antofagasta,2020,-40.7,503.403,650.543,400.526,"-38,4 ",2020,Profesional Ley N°15.076/19.664,2.906,1.598,1.308,"55,0","45,0","10,0"
Antofagasta,2020,-40.7,503.403,650.543,400.526,"-38,4 ",2020,Fiscalizadores,2.675,1.063,1.612,"39,7","60,3","-20,5"
Antofagasta,2020,-40.7,503.403,650.543,400.526,"-38,4 ",2020,Técnicos,24.137,15.024,9.113,"62,2","37,8","24,5"
Antofagasta,2020,-40.7,503.403,650.543,400.526,"-38,4 ",2020,Administrativos,26.814,16.162,10.652,"60,3","39,7","20,5"
Antofagasta,2020,-40.7,503.403,650.543,400.526,"-38,4 ",2020,Auxiliares,7.014,3.008,4.006,"42,9","57,1","-14,2"
Antofagasta,2020,-40.7,503.403,650.543,400.526,"-38,4 ",2020,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Atacama,2020,-29.3,453.338,503.403,350.461,"-30,4 ",2020,Directiva,8.941,3.447,5.494,"38,6","61,4","-22,9"
Atacama,2020,-29.3,453.338,503.403,350.461,"-30,4 ",2020,Profesionales,95.619,55.536,40.083,"58,1","41,9","16,2"
Atacama,2020,-29.3,453.338,503.403,350.461,"-30,4 ",2020,Profesional Ley N°15.076/19.664,2.906,1.598,1.308,"55,0","45,0","10,0"
Atacama,2020,-29.3,453.338,503.403,350.461,"-30,4 ",2020,Fiscalizadores,2.675,1.063,1.612,"39,7","60,3","-20,5"
Atacama,2020,-29.3,453.338,503.403,350.461,"-30,4 ",2020,Técnicos,24.137,15.024,9.113,"62,2","37,8","24,5"
Atacama,2020,-29.3,453.338,503.403,350.461,"-30,4 ",2020,Administrativos,26.814,16.162,10.652,"60,3","39,7","20,5"
Atacama,2020,-29.3,453.338,503.403,350.461,"-30,4 ",2020,Auxiliares,7.014,3.008,4.006,"42,9","57,1","-14,2"
Atacama,2020,-29.3,453.338,503.403,350.461,"-30,4 ",2020,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Coquimbo,2020,-10.5,376.918,400.526,339.032,"-15,4 ",2020,Directiva,8.941,3.447,5.494,"38,6","61,4","-22,9"
Coquimbo,2020,-10.5,376.918,400.526,339.032,"-15,4 ",2020,Profesionales,95.619,55.536,40.083,"58,1","41,9","16,2"
Coquimbo,2020,-10.5,376.918,400.526,339.032,"-15,4 ",2020,Profesional Ley N°15.076/19.664,2.906,1.598,1.308,"55,0","45,0","10,0"
Coquimbo,2020,-10.5,376.918,400.526,339.032,"-15,4 ",2020,Fiscalizadores,2.675,1.063,1.612,"39,7","60,3","-20,5"
Coquimbo,2020,-10.5,376.918,400.526,339.032,"-15,4 ",2020,Técnicos,24.137,15.024,9.113,"62,2","37,8","24,5"
Coquimbo,2020,-10.5,376.918,400.526,339.032,"-15,4 ",2020,Administrativos,26.814,16.162,10.652,"60,3","39,7","20,5"
Coquimbo,2020,-10.5,376.918,400.526,339.032,"-15,4 ",2020,Auxiliares,7.014,3.008,4.006,"42,9","57,1","-14,2"
Coquimbo,2020,-10.5,376.918,400.526,339.032,"-15,4 ",2020,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Valparaíso,2020,-22.0,400.526,437.467,366.039,"-16,3 ",2020,Directiva,8.941,3.447,5.494,"38,6","61,4","-22,9"
Valparaíso,2020,-22.0,400.526,437.467,366.039,"-16,3 ",2020,Profesionales,95.619,55.536,40.083,"58,1","41,9","16,2"
Valparaíso,2020,-22.0,400.526,437.467,366.039,"-16,3 ",2020,Profesional Ley N°15.076/19.664,2.906,1.598,1.308,"55,0","45,0","10,0"
Valparaíso,2020,-22.0,400.526,437.467,366.039,"-16,3 ",2020,Fiscalizadores,2.675,1.063,1.612,"39,7","60,3","-20,5"
Valparaíso,2020,-22.0,400.526,437.467,366.039,"-16,3 ",2020,Técnicos,24.137,15.024,9.113,"62,2","37,8","24,5"
Valparaíso,2020,-22.0,400.526,437.467,366.039,"-16,3 ",2020,Administrativos,26.814,16.162,10.652,"60,3","39,7","20,5"
Valparaíso,2020,-22.0,400.526,437.467,366.039,"-16,3 ",2020,Auxiliares,7.014,3.008,4.006,"42,9","57,1","-14,2"
Valparaíso,2020,-22.0,400.526,437.467,366.039,"-16,3 ",2020,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
Metropolitana,2020,-21.0,450.592,500.0,405.107,"-19,0 ",2020,Directiva,8.941,3.447,5.494,"38,6","61,4","-22,9"
Metropolitana,2020,-21.0,450.592,500.0,405.107,"-19,0 ",2020,Profesionales,95.619,55.536,40.083,"58,1","41,9","16,2"
Metropolitana,2020,-21.0,450.592,500.0,405.107,"-19,0 ",2020,Profesional Ley N°15.076/19.664,2.906,1.598,1.308,"55,0","45,0","10,0"
Metropolitana,2020,-21.0,450.592,500.0,405.107,"-19,0 ",2020,Fiscalizadores,2.675,1.063,1.612,"39,7","60,3","-20,5"
Metropolitana,2020,-21.0,450.592,500.0,405.107,"-19,0 ",2020,Técnicos,24.137,15.024,9.113,"62,2","37,8","24,5"
Metropolitana,2020,-21.0,450.592,500.0,405.107,"-19,0 ",2020,Administrativos,26.814,16.162,10.652,"60,3","39,7","20,5"
Metropolitana,2020,-21.0,450.592,500.0,405.107,"-19,0 ",2020,Auxiliares,7.014,3.008,4.006,"42,9","57,1","-14,2"
Metropolitana,2020,-21.0,450.592,500.0,405.107,"-19,0 ",2020,Otros,0.0,0.0,0.0,"0,0","0,0","0,0"
O'Higgins,2020,-17.8,400.0,424.998,350.461,"-17,5 ",2020,Directiva,8.941,3.447,5.494,"38,6","61,4","-22,9"
O'Higgins,2020,-17.8,400.0,424.998,350.461,"-17,5 ",2020,Profesionales,95.619,55.536,40.083,"58,1","41,9","16,2"
O'Higgins,2020,-17.8,400.0,424.998,350.461,"-17,5 ",2020,Profesional Ley N°15.076/19.664,2.906,1.598,1.308,"55,0","45,0","10,0"
O'Higgins,2020,-17.8,400.0,424.998,350.461,"-17,5 ",2020,Fiscalizadores,2.675,1.063,1.612,"39,7","60,3","-20,5"
